skingoal_healthy,skingoal_glowing,skingoal_clear,skingoal_hydrated,skingoal_protected,skingoal_balanced,skingoal_repaired,skingoal_calm,skingoal_bright,skingoal_rejuvenated,skingoal_restored,skinconcern_agingskin,skinconcern_acne,skinconcern_dryskin,skinconcern_firmnesselasticity,skinconcern_pigmentation,skinconcern_sensitivity,skintype,skinafterwash,tzoneoily,cloggedpores,fitzpatrick,gender,ethnicity,age,pregnant,vegan,currentproducts_cleanser,currentproducts_serum,currentproducts_eyecream,currentproducts_dailymoisturizer,currentproducts_spf,currentproducts_nightcream,getmatched
1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,skintypecombination,skinafterwashtight,tzoneoilyfrequently,cloggedporesrarely,fitzpatrick4,genderfemale,ethnicitynativeamerican,age4554,pregnantno,veganno,1,0,0,1,0,1,getmatched_serum
1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,skintypeoily,skinafterwashnotsure,tzoneoilyfrequently,cloggedporessometimes,fitzpatrick5,genderfemale,ethnicityhispanic,age1824,pregnantno,veganno,1,1,1,1,0,0,getmatched_cleanser
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,skintypedry,skinafterwashtight,tzoneoilysometimes,cloggedporesnever,fitzpatrick5,genderfemale,ethnicityasian,age3544,pregnantno,veganno,1,1,1,1,1,1,getmatched_dailymoisturizer
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,skintypedry,skinafterwashtight,tzoneoilysometimes,cloggedporesnever,fitzpatrick5,genderfemale,ethnicityasian,age3544,pregnantno,veganno,1,1,1,1,1,1,getmatched_nightcream
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,skintypedry,skinafterwashtight,tzoneoilysometimes,cloggedporesnever,fitzpatrick5,genderfemale,ethnicityasian,age3544,pregnantno,veganno,1,1,1,1,1,1,getmatched_dailymoisturizer
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,skintypedry,skinafterwashtight,tzoneoilysometimes,cloggedporesnever,fitzpatrick5,genderfemale,ethnicityasian,age3544,pregnantno,veganno,1,1,1,1,1,1,getmatched_eyecream
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,skintypedry,skinafterwashtight,tzoneoilysometimes,cloggedporesnever,fitzpatrick5,genderfemale,ethnicityasian,age3544,pregnantno,veganno,1,1,1,1,1,1,getmatched_serum
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,skintypedry,skinafterwashtight,tzoneoilysometimes,cloggedporesnever,fitzpatrick5,genderfemale,ethnicityasian,age3544,pregnantno,veganno,1,1,1,1,1,1,getmatched_cleanser
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,skintypeoily,skinafterwashhydrated,tzoneoilyalways,cloggedporessometimes,fitzpatrick2,genderfemale,ethnicityasian,age2534,pregnantno,veganyes,1,0,0,1,0,0,getmatched_dailymoisturizer
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,skintypeoily,skinafterwashhydrated,tzoneoilyalways,cloggedporessometimes,fitzpatrick2,genderfemale,ethnicityasian,age2534,pregnantno,veganyes,1,0,0,1,0,0,getmatched_serum
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,skintypeoily,skinafterwashhydrated,tzoneoilyalways,cloggedporessometimes,fitzpatrick2,genderfemale,ethnicityasian,age2534,pregnantno,veganyes,1,0,0,1,0,0,getmatched_cleanser
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,0,0,0,0,0,0,
0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,,,,,,,,,,,0,0,0,0,0,0,
0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,skintypenotsure,skinafterwashnotsure,tzoneoilysometimes,cloggedporesrarely,fitzpatrick5,genderfemale,ethnicityasian,age1824,pregnantno,veganno,1,0,0,1,1,0,getmatched_serum
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,skintypeoily,skinafterwashshiny,tzoneoilyalways,cloggedporesrarely,fitzpatrick2,genderfemale,ethnicitycaucasian,age3544,pregnantno,veganno,1,1,1,1,0,0,getmatched_dailymoisturizer
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,skintypedry,skinafterwashrough,tzoneoilynever,cloggedporesalways,fitzpatrick5,genderfemale,ethnicitypacific,age4554,pregnantno,veganno,1,1,1,1,1,1,getmatched_cleanser
1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,skintypeoily,skinafterwashnotsure,tzoneoilyfrequently,cloggedporessometimes,fitzpatrick1,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganno,1,1,1,1,1,1,getmatched_cleanser
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,skintypenotsure,skinafterwashnotsure,,,,,,,,,0,0,0,0,0,0,
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,skintypecombination,skinafterwashhydrated,tzoneoilyfrequently,cloggedporesrarely,fitzpatrick1,genderfemale,ethnicitycaucasian,age4554,pregnantno,veganno,1,1,1,1,1,1,getmatched_dailymoisturizer
1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,skintypecombination,skinafterwashshiny,tzoneoilyalways,cloggedporesalways,fitzpatrick6,genderfemale,ethnicitynativeamerican,age2534,pregnantno,veganno,1,0,0,0,0,0,getmatched_cleanser
1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,skintypecombination,skinafterwashhydrated,tzoneoilyfrequently,cloggedporesrarely,fitzpatrick6,genderfemale,ethnicityafricanamerican,age2534,pregnantno,veganno,1,1,0,1,1,1,getmatched_serum
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,skintypecombination,skinafterwashshiny,tzoneoilyfrequently,cloggedporesrarely,fitzpatrick6,genderfemale,ethnicityasian,age4554,pregnantyes,veganno,1,0,0,0,0,0,getmatched_eyecream
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,skintypecombination,skinafterwashshiny,tzoneoilyfrequently,cloggedporesrarely,fitzpatrick6,genderfemale,ethnicityasian,age4554,pregnantyes,veganno,1,0,0,0,0,0,
1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,skintypecombination,skinafterwashhydrated,tzoneoilyfrequently,cloggedporesrarely,fitzpatrick6,genderfemale,ethnicityafricanamerican,age2534,pregnantno,veganno,1,1,0,1,1,1,getmatched_cleanser
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,skintypecombination,skinafterwashshiny,tzoneoilyfrequently,cloggedporesrarely,fitzpatrick6,genderfemale,ethnicityasian,age4554,pregnantyes,veganno,1,0,0,0,0,0,getmatched_cleanser
1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,skintypeoily,skinafterwashshiny,tzoneoilyfrequently,cloggedporessometimes,fitzpatrick3,gendermale,ethnicitycaucasian,age2534,,veganno,1,0,0,1,0,0,getmatched_serum
0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,skintypenormal,skinafterwashtight,tzoneoilynever,cloggedporesrarely,fitzpatrick5,genderfemale,ethnicitycaucasian,age3544,pregnantno,veganno,1,1,0,0,0,0,getmatched_nightcream
0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,skintypecombination,skinafterwashtight,tzoneoilyfrequently,cloggedporesrarely,fitzpatrick2,genderfemale,ethnicitycaucasian,age1824,pregnantno,veganno,1,1,1,1,1,1,getmatched_serum
0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,skintypecombination,skinafterwashtight,tzoneoilyfrequently,cloggedporesrarely,fitzpatrick2,genderfemale,ethnicitycaucasian,age1824,pregnantno,veganno,1,1,1,1,1,1,getmatched_cleanser
1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,skintypecombination,skinafterwashhydrated,tzoneoilyfrequently,cloggedporesalways,fitzpatrick2,genderfemale,ethnicitycaucasian,age1824,pregnantno,veganno,1,0,0,1,1,0,getmatched_cleanser
1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,skintypeoily,skinafterwashrough,tzoneoilysometimes,cloggedporessometimes,fitzpatrick1,gendermale,ethnicitycaucasian,age3544,,veganno,1,0,0,0,0,0,
1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,skintypeoily,skinafterwashrough,tzoneoilysometimes,cloggedporessometimes,fitzpatrick1,gendermale,ethnicitycaucasian,age3544,,veganno,1,0,0,0,0,0,
1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,skintypeoily,skinafterwashrough,tzoneoilysometimes,cloggedporessometimes,fitzpatrick1,gendermale,ethnicitycaucasian,age3544,,veganno,1,0,0,0,0,0,getmatched_cleanser
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,skintypecombination,skinafterwashshiny,tzoneoilyalways,cloggedporessometimes,fitzpatrick1,genderfemale,ethnicitycaucasian,age3544,pregnantno,veganno,1,0,1,1,0,1,getmatched_dailymoisturizer
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,skintypecombination,skinafterwashshiny,tzoneoilyalways,cloggedporessometimes,fitzpatrick1,genderfemale,ethnicitycaucasian,age3544,pregnantno,veganno,1,0,1,1,0,1,getmatched_eyecream
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,skintypecombination,skinafterwashshiny,tzoneoilyalways,cloggedporessometimes,fitzpatrick1,genderfemale,ethnicitycaucasian,age3544,pregnantno,veganno,1,0,1,1,0,1,getmatched_serum
1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,skintypecombination,skinafterwashtight,tzoneoilyalways,cloggedporesalways,fitzpatrick4,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganno,1,1,0,1,0,1,getmatched_dailymoisturizer
1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,skintypecombination,skinafterwashtight,tzoneoilyalways,cloggedporesalways,fitzpatrick4,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganno,1,1,0,1,0,1,getmatched_cleanser
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,skintypecombination,skinafterwashshiny,tzoneoilyalways,cloggedporessometimes,fitzpatrick1,genderfemale,ethnicitycaucasian,age3544,pregnantno,veganno,1,0,1,1,0,1,getmatched_cleanser
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,skintypeoily,skinafterwashhydrated,tzoneoilyalways,cloggedporessometimes,fitzpatrick3,genderfemale,ethnicitynativeamerican,age1824,pregnantno,veganno,1,0,0,1,0,1,getmatched_serum
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,skintypeoily,skinafterwashhydrated,tzoneoilyalways,cloggedporessometimes,fitzpatrick3,genderfemale,ethnicitynativeamerican,age1824,pregnantno,veganno,1,0,0,1,0,1,getmatched_serum
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,skintypedry,skinafterwashtight,tzoneoilysometimes,cloggedporesrarely,fitzpatrick2,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganno,1,1,1,1,1,1,getmatched_cleanser
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,skintypeoily,skinafterwashhydrated,tzoneoilyalways,cloggedporessometimes,fitzpatrick3,genderfemale,ethnicitynativeamerican,age1824,pregnantno,veganno,1,0,0,1,0,1,getmatched_cleanser
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,skintypedry,skinafterwashtight,tzoneoilysometimes,cloggedporesrarely,fitzpatrick2,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganno,1,1,1,1,1,1,getmatched_dailymoisturizer
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,skintypedry,skinafterwashtight,tzoneoilysometimes,cloggedporesrarely,fitzpatrick2,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganno,1,1,1,1,1,1,getmatched_dailymoisturizer
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,skintypedry,skinafterwashtight,tzoneoilysometimes,cloggedporesrarely,fitzpatrick2,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganno,1,1,1,1,1,1,getmatched_eyecream
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,skintypedry,skinafterwashtight,tzoneoilysometimes,cloggedporesrarely,fitzpatrick2,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganno,1,1,1,1,1,1,getmatched_serum
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,skintypedry,skinafterwashtight,tzoneoilysometimes,cloggedporesrarely,fitzpatrick2,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganno,1,1,1,1,1,1,getmatched_nightcream
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,skintypedry,skinafterwashtight,tzoneoilysometimes,cloggedporesrarely,fitzpatrick2,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganno,1,1,1,1,1,1,getmatched_nightcream
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,skintypedry,skinafterwashtight,tzoneoilysometimes,cloggedporesrarely,fitzpatrick2,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganno,1,1,1,1,1,1,getmatched_nightcream
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,skintypedry,skinafterwashtight,tzoneoilysometimes,cloggedporesrarely,fitzpatrick2,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganno,1,1,1,1,1,1,getmatched_serum
1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,skintypedry,skinafterwashtight,tzoneoilysometimes,cloggedporessometimes,fitzpatrick4,gendernonbinary,ethnicitycaucasian,age2534,,veganno,1,1,1,1,0,1,getmatched_dailymoisturizer
1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,skintypedry,skinafterwashtight,tzoneoilysometimes,cloggedporessometimes,fitzpatrick4,gendernonbinary,ethnicitycaucasian,age2534,,veganno,1,1,1,1,0,1,getmatched_eyecream
1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,skintypedry,skinafterwashtight,tzoneoilysometimes,cloggedporessometimes,fitzpatrick4,gendernonbinary,ethnicitycaucasian,age2534,,veganno,1,1,1,1,0,1,getmatched_serum
1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,skintypedry,skinafterwashtight,tzoneoilysometimes,cloggedporessometimes,fitzpatrick4,gendernonbinary,ethnicitycaucasian,age2534,,veganno,1,1,1,1,0,1,getmatched_cleanser
0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,skintypecombination,skinafterwashrough,tzoneoilyalways,cloggedporesrarely,fitzpatrick5,gendermale,ethnicityhispanic,age4554,,veganno,1,1,1,1,1,1,getmatched_cleanser
0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,skintypeoily,skinafterwashhydrated,tzoneoilyfrequently,cloggedporessometimes,fitzpatrick6,genderfemale,ethnicityafricanamerican,age1824,pregnantno,veganno,1,0,0,1,0,1,getmatched_cleanser
0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,skintypeoily,skinafterwashhydrated,tzoneoilyfrequently,cloggedporessometimes,fitzpatrick6,genderfemale,ethnicityafricanamerican,age1824,pregnantno,veganno,1,0,0,1,0,1,getmatched_cleanser
0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,skintypeoily,skinafterwashhydrated,tzoneoilyfrequently,cloggedporessometimes,fitzpatrick5,genderfemale,ethnicityafricanamerican,age1824,pregnantno,veganno,0,0,0,0,0,0,
1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,skintypecombination,skinafterwashhydrated,tzoneoilyfrequently,cloggedporessometimes,fitzpatrick2,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganno,1,0,0,1,1,0,getmatched_cleanser
1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,skintypecombination,skinafterwashnotsure,tzoneoilyfrequently,cloggedporessometimes,fitzpatrick3,genderfemale,ethnicitycaucasian,age1824,pregnantno,veganno,1,0,0,1,1,0,getmatched_cleanser
0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,skintypecombination,skinafterwashtight,tzoneoilysometimes,cloggedporesnotsure,fitzpatrick2,genderfemale,ethnicitycaucasian,age1824,pregnantno,veganno,1,0,0,1,1,0,getmatched_cleanser
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,skintypenormal,skinafterwashtight,tzoneoilysometimes,cloggedporesalways,fitzpatrick3,genderfemale,ethnicitypacific,age3544,pregnantno,veganyes,1,1,0,1,1,0,getmatched_serum
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,skintypenormal,skinafterwashtight,tzoneoilysometimes,cloggedporesalways,fitzpatrick3,genderfemale,ethnicitypacific,age3544,pregnantno,veganyes,1,1,0,1,1,0,getmatched_cleanser
1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,skintypenormal,skinafterwashtight,tzoneoilysometimes,cloggedporesrarely,fitzpatrick3,genderfemale,ethnicitycaucasian,age1824,pregnantno,veganyes,1,1,1,1,1,1,getmatched_dailymoisturizer
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,skintypecombination,skinafterwashnotsure,tzoneoilyfrequently,cloggedporessometimes,fitzpatrick2,genderfemale,ethnicityhispanic,age2534,pregnantno,veganno,0,1,0,0,1,0,getmatched_serum
0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,skintypenormal,skinafterwashhydrated,tzoneoilysometimes,cloggedporesrarely,fitzpatrick4,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganno,1,1,0,1,0,0,getmatched_cleanser
0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,skintypenormal,skinafterwashhydrated,tzoneoilysometimes,cloggedporesrarely,fitzpatrick4,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganno,1,1,0,1,0,0,getmatched_serum
1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,skintypeoily,skinafterwashhydrated,tzoneoilyalways,cloggedporesalways,fitzpatrick1,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganno,1,1,0,1,1,1,getmatched_dailymoisturizer
1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,skintypeoily,skinafterwashhydrated,tzoneoilyfrequently,cloggedporessometimes,fitzpatrick4,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganno,1,1,0,1,0,0,getmatched_serum
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,0,0,0,0,0,0,
0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,skintypenormal,skinafterwashhydrated,tzoneoilysometimes,cloggedporesnotsure,fitzpatrick5,genderfemale,ethnicityasian,age1824,pregnantno,veganno,1,0,0,0,1,0,getmatched_dailymoisturizer
1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,skintypeoily,skinafterwashtight,tzoneoilyalways,cloggedporesalways,fitzpatrick2,genderfemale,ethnicityhispanic,age2534,pregnantno,veganno,1,0,1,1,0,0,getmatched_cleanser
1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,skintypenotsure,skinafterwashtight,tzoneoilysometimes,cloggedporessometimes,fitzpatrick1,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganno,1,1,0,1,0,1,getmatched_cleanser
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,skintypenotsure,skinafterwashhydrated,tzoneoilyalways,cloggedporessometimes,fitzpatrick6,genderfemale,ethnicityafricanamerican,age1824,pregnantno,veganno,1,0,0,1,0,0,getmatched_serum
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,skintypenotsure,skinafterwashhydrated,tzoneoilyalways,cloggedporessometimes,fitzpatrick6,genderfemale,ethnicityafricanamerican,age1824,pregnantno,veganno,1,0,0,1,0,0,getmatched_cleanser
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,skintypecombination,skinafterwashnotsure,tzoneoilysometimes,cloggedporesrarely,fitzpatrick3,genderfemale,ethnicityhispanic,age1824,pregnantno,veganno,1,1,0,1,1,1,getmatched_cleanser
1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,skintypenormal,skinafterwashrough,tzoneoilyalways,cloggedporesalways,fitzpatrick3,genderfemale,ethnicitycaucasian,age4554,pregnantno,veganno,1,1,1,1,1,1,getmatched_eyecream
1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,skintypenormal,skinafterwashrough,tzoneoilyalways,cloggedporesalways,fitzpatrick3,genderfemale,ethnicitycaucasian,age4554,pregnantno,veganno,1,1,1,1,1,1,getmatched_eyecream
1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,skintypenormal,skinafterwashrough,tzoneoilyalways,cloggedporesalways,fitzpatrick3,genderfemale,ethnicitycaucasian,age4554,pregnantno,veganno,1,1,1,1,1,1,getmatched_serum
1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,skintypenormal,skinafterwashrough,tzoneoilyalways,cloggedporesalways,fitzpatrick3,genderfemale,ethnicitycaucasian,age4554,pregnantno,veganno,1,1,1,1,1,1,getmatched_cleanser
1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,skintypeoily,skinafterwashshiny,tzoneoilyalways,cloggedporesalways,fitzpatrick3,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganno,1,1,0,1,1,0,getmatched_cleanser
1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,skintypedry,skinafterwashtight,tzoneoilynever,cloggedporesrarely,fitzpatrick1,genderfemale,ethnicitycaucasian,age3544,pregnantno,veganyes,0,0,0,1,0,0,getmatched_dailymoisturizer
1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,skintypecombination,skinafterwashshiny,tzoneoilysometimes,cloggedporesrarely,fitzpatrick3,genderfemale,ethnicitycaucasian,age3544,pregnantno,veganno,1,0,1,1,1,1,getmatched_cleanser
